data_origin,date,terms,counts,scaled_counts,total_tokens,title
Computers and the Humanities,1977-07-01,network,15,0.19943530793755843,66702,Computers and the Humanities
Computers and the Humanities,1977-07-01,network analysis,0,0.0,66702,Computers and the Humanities
Computers and the Humanities,1977-09-01,network,2,0.078705816359829,46736,Computers and the Humanities
Computers and the Humanities,1977-09-01,network analysis,0,0.0,46736,Computers and the Humanities
Computers and the Humanities,1977-11-01,network,2,0.0969524466258279,54674,Computers and the Humanities
Computers and the Humanities,1977-11-01,network analysis,0,0.0,54674,Computers and the Humanities
Computers and the Humanities,1978-01-01,network,7,0.2260156897779404,232792,Computers and the Humanities
Computers and the Humanities,1978-01-01,network analysis,0,0.0,232792,Computers and the Humanities
Computers and the Humanities,1979-01-01,network,4,0.25677956066006685,62150,Computers and the Humanities
Computers and the Humanities,1979-01-01,network analysis,0,0.0,62150,Computers and the Humanities
Computers and the Humanities,1979-04-01,network,5,0.10547977353470923,70378,Computers and the Humanities
Computers and the Humanities,1979-04-01,network analysis,0,0.0,70378,Computers and the Humanities
Computers and the Humanities,1979-07-01,network,1,0.06142506142506143,90156,Computers and the Humanities
Computers and the Humanities,1979-07-01,network analysis,0,0.0,90156,Computers and the Humanities
Computers and the Humanities,1979-10-01,network,10,0.7995092517031203,68634,Computers and the Humanities
Computers and the Humanities,1979-10-01,network analysis,0,0.0,68634,Computers and the Humanities
Computers and the Humanities,1980-06-01,network,0,0.0,38074,Computers and the Humanities
Computers and the Humanities,1980-06-01,network analysis,0,0.0,38074,Computers and the Humanities
Computers and the Humanities,1980-10-01,network,3,0.0984898227183191,32348,Computers and the Humanities
Computers and the Humanities,1980-10-01,network analysis,0,0.0,32348,Computers and the Humanities
Computers and the Humanities,1980-11-01,network,4,0.09111617312072894,53652,Computers and the Humanities
Computers and the Humanities,1980-11-01,network analysis,0,0.0,53652,Computers and the Humanities
Computers and the Humanities,1980-12-01,network,7,0.2834704615653505,26580,Computers and the Humanities
Computers and the Humanities,1980-12-01,network analysis,0,0.0,26580,Computers and the Humanities
Computers and the Humanities,1981-06-01,network,0,0.0,67976,Computers and the Humanities
Computers and the Humanities,1981-06-01,network analysis,0,0.0,67976,Computers and the Humanities
Computers and the Humanities,1981-08-01,network,4,0.10584810796507012,61150,Computers and the Humanities
Computers and the Humanities,1981-08-01,network analysis,0,0.0,61150,Computers and the Humanities
Computers and the Humanities,1981-11-01,network,1,0.039824771007566706,52966,Computers and the Humanities
Computers and the Humanities,1981-11-01,network analysis,0,0.0,52966,Computers and the Humanities
Computers and the Humanities,1981-12-01,network,19,0.20656242409138925,42702,Computers and the Humanities
Computers and the Humanities,1981-12-01,network analysis,0,0.0,42702,Computers and the Humanities
Computers and the Humanities,1982-09-01,network,4,0.31484044732685457,54706,Computers and the Humanities
Computers and the Humanities,1982-09-01,network analysis,0,0.0,54706,Computers and the Humanities
Computers and the Humanities,1982-10-01,network,6,0.28255837774569265,40898,Computers and the Humanities
Computers and the Humanities,1982-10-01,network analysis,0,0.0,40898,Computers and the Humanities
Computers and the Humanities,1982-11-01,network,5,0.11178813360993076,36478,Computers and the Humanities
Computers and the Humanities,1982-11-01,network analysis,0,0.0,36478,Computers and the Humanities
Computers and the Humanities,1982-12-01,network,1,0.019984012789768184,68702,Computers and the Humanities
Computers and the Humanities,1982-12-01,network analysis,0,0.0,68702,Computers and the Humanities
Computers and the Humanities,1983-03-01,network,3,0.13139342989075897,58892,Computers and the Humanities
Computers and the Humanities,1983-03-01,network analysis,0,0.0,58892,Computers and the Humanities
Computers and the Humanities,1983-06-01,network,3,0.26362038664323373,22770,Computers and the Humanities
Computers and the Humanities,1983-06-01,network analysis,0,0.0,22770,Computers and the Humanities
Computers and the Humanities,1983-09-01,network,26,0.23172905525846704,57188,Computers and the Humanities
Computers and the Humanities,1983-09-01,network analysis,0,0.0,57188,Computers and the Humanities
Computers and the Humanities,1983-12-01,network,4,0.1079036360125497,44990,Computers and the Humanities
Computers and the Humanities,1983-12-01,network analysis,0,0.0,44990,Computers and the Humanities
Computers and the Humanities,1984-01-01,network,4,0.13418621100756625,36676,Computers and the Humanities
Computers and the Humanities,1984-01-01,network analysis,0,0.0,36676,Computers and the Humanities
Computers and the Humanities,1984-04-01,network,0,0.0,58022,Computers and the Humanities
Computers and the Humanities,1984-04-01,network analysis,0,0.0,58022,Computers and the Humanities
Computers and the Humanities,1984-07-01,network,2,0.039068128931642326,97892,Computers and the Humanities
Computers and the Humanities,1984-07-01,network analysis,0,0.0,97892,Computers and the Humanities
Computers and the Humanities,1985-01-01,network,0,0.0,33626,Computers and the Humanities
Computers and the Humanities,1985-01-01,network analysis,0,0.0,33626,Computers and the Humanities
Computers and the Humanities,1985-04-01,network,2,0.04822106574665069,41866,Computers and the Humanities
Computers and the Humanities,1985-04-01,network analysis,0,0.0,41866,Computers and the Humanities
Computers and the Humanities,1985-07-01,network,1,0.05434782608695652,51452,Computers and the Humanities
Computers and the Humanities,1985-07-01,network analysis,0,0.0,51452,Computers and the Humanities
Computers and the Humanities,1985-10-01,network,3,0.06609915421933849,48148,Computers and the Humanities
Computers and the Humanities,1985-10-01,network analysis,0,0.0,48148,Computers and the Humanities
Computers and the Humanities,1986-01-01,network,1,0.01724435247456458,63038,Computers and the Humanities
Computers and the Humanities,1986-01-01,network analysis,0,0.0,63038,Computers and the Humanities
Computers and the Humanities,1986-04-01,network,2,0.0418848167539267,57698,Computers and the Humanities
Computers and the Humanities,1986-04-01,network analysis,0,0.0,57698,Computers and the Humanities
Computers and the Humanities,1986-07-01,network,0,0.0,32580,Computers and the Humanities
Computers and the Humanities,1986-07-01,network analysis,0,0.0,32580,Computers and the Humanities
Computers and the Humanities,1986-10-01,network,2,0.05414033780037357,35528,Computers and the Humanities
Computers and the Humanities,1986-10-01,network analysis,0,0.0,35528,Computers and the Humanities
Computers and the Humanities,1987-01-01,network,0,0.0,31094,Computers and the Humanities
Computers and the Humanities,1987-01-01,network analysis,0,0.0,31094,Computers and the Humanities
Computers and the Humanities,1987-04-01,network,0,0.0,57750,Computers and the Humanities
Computers and the Humanities,1987-04-01,network analysis,0,0.0,57750,Computers and the Humanities
Computers and the Humanities,1987-07-01,network,0,0.0,22454,Computers and the Humanities
Computers and the Humanities,1987-07-01,network analysis,0,0.0,22454,Computers and the Humanities
Computers and the Humanities,1987-10-01,network,0,0.0,68596,Computers and the Humanities
Computers and the Humanities,1987-10-01,network analysis,0,0.0,68596,Computers and the Humanities
Computers and the Humanities,1988-01-01,network,6,0.3262671520135564,201806,Computers and the Humanities
Computers and the Humanities,1988-01-01,network analysis,0,0.0,201806,Computers and the Humanities
Computers and the Humanities,1989-01-01,network,8,0.20185556231971136,122990,Computers and the Humanities
Computers and the Humanities,1989-01-01,network analysis,0,0.0,122990,Computers and the Humanities
Computers and the Humanities,1989-04-01,network,3,0.17732267732267734,42760,Computers and the Humanities
Computers and the Humanities,1989-04-01,network analysis,0,0.0,42760,Computers and the Humanities
Computers and the Humanities,1989-06-01,network,2,0.017282407747746274,106712,Computers and the Humanities
Computers and the Humanities,1989-06-01,network analysis,0,0.0,106712,Computers and the Humanities
Computers and the Humanities,1989-08-01,network,2,0.07040520521111719,143606,Computers and the Humanities
Computers and the Humanities,1989-08-01,network analysis,0,0.0,143606,Computers and the Humanities
Computers and the Humanities,1989-12-01,network,4,0.10757771380555353,57938,Computers and the Humanities
Computers and the Humanities,1989-12-01,network analysis,0,0.0,57938,Computers and the Humanities
Computers and the Humanities,1990-02-01,network,36,0.9875618899444754,143880,Computers and the Humanities
Computers and the Humanities,1990-02-01,network analysis,0,0.0,143880,Computers and the Humanities
Computers and the Humanities,1990-06-01,network,0,0.0,41914,Computers and the Humanities
Computers and the Humanities,1990-06-01,network analysis,0,0.0,41914,Computers and the Humanities
Computers and the Humanities,1990-08-01,network,1,0.03241491085899514,77872,Computers and the Humanities
Computers and the Humanities,1990-08-01,network analysis,0,0.0,77872,Computers and the Humanities
Computers and the Humanities,1990-12-01,network,11,0.32257238769887,146578,Computers and the Humanities
Computers and the Humanities,1990-12-01,network analysis,0,0.0,146578,Computers and the Humanities
Computers and the Humanities,1991-02-01,network,6,0.09066257399636149,80690,Computers and the Humanities
Computers and the Humanities,1991-02-01,network analysis,0,0.0,80690,Computers and the Humanities
Computers and the Humanities,1991-04-01,network,11,0.17286518327491462,114570,Computers and the Humanities
Computers and the Humanities,1991-04-01,network analysis,0,0.0,114570,Computers and the Humanities
Computers and the Humanities,1991-08-01,network,1,0.05931198102016608,41194,Computers and the Humanities
Computers and the Humanities,1991-08-01,network analysis,0,0.0,41194,Computers and the Humanities
Computers and the Humanities,1991-10-01,network,15,0.3391363328057879,87670,Computers and the Humanities
Computers and the Humanities,1991-10-01,network analysis,0,0.0,87670,Computers and the Humanities
Computers and the Humanities,1991-12-01,network,8,0.09319656632113016,139752,Computers and the Humanities
Computers and the Humanities,1991-12-01,network analysis,0,0.0,139752,Computers and the Humanities
Computers and the Humanities,1992-02-01,network,3,0.11467476958224025,81976,Computers and the Humanities
Computers and the Humanities,1992-02-01,network analysis,0,0.0,81976,Computers and the Humanities
Computers and the Humanities,1992-04-01,network,1,0.02770850651149903,55806,Computers and the Humanities
Computers and the Humanities,1992-04-01,network analysis,0,0.0,55806,Computers and the Humanities
Computers and the Humanities,1992-06-01,network,26,0.821493470470068,81980,Computers and the Humanities
Computers and the Humanities,1992-06-01,network analysis,0,0.0,81980,Computers and the Humanities
Computers and the Humanities,1992-08-01,network,7,0.15635911251744894,108558,Computers and the Humanities
Computers and the Humanities,1992-08-01,network analysis,0,0.0,108558,Computers and the Humanities
Computers and the Humanities,1992-12-01,network,3,0.01881821603312006,163600,Computers and the Humanities
Computers and the Humanities,1992-12-01,network analysis,0,0.0,163600,Computers and the Humanities
Computers and the Humanities,1993-01-01,network,36,1.0573816634244524,434434,Computers and the Humanities
Computers and the Humanities,1993-01-01,network analysis,0,0.0,434434,Computers and the Humanities
Computers and the Humanities,1994-01-01,network,35,0.5657069963894998,363664,Computers and the Humanities
Computers and the Humanities,1994-01-01,network analysis,0,0.0,363664,Computers and the Humanities
Computers and the Humanities,1994-04-01,network,1,0.007082654578936185,50094,Computers and the Humanities
Computers and the Humanities,1994-04-01,network analysis,0,0.0,50094,Computers and the Humanities
Computers and the Humanities,1995-01-01,network,3,0.033475134054867406,237696,Computers and the Humanities
Computers and the Humanities,1995-01-01,network analysis,0,0.0,237696,Computers and the Humanities
Computers and the Humanities,1995-08-01,network,5,0.061751265900950966,80684,Computers and the Humanities
Computers and the Humanities,1995-08-01,network analysis,0,0.0,80684,Computers and the Humanities
Computers and the Humanities,1995-10-01,network,2,0.05879350323317587,92296,Computers and the Humanities
Computers and the Humanities,1995-10-01,network analysis,0,0.0,92296,Computers and the Humanities
Computers and the Humanities,1995-12-01,network,56,0.7464945410711197,89810,Computers and the Humanities
Computers and the Humanities,1995-12-01,network analysis,0,0.0,89810,Computers and the Humanities
Computers and the Humanities,1996-01-01,network,58,1.4383214210444402,454202,Computers and the Humanities
Computers and the Humanities,1996-01-01,network analysis,0,0.0,454202,Computers and the Humanities
Computers and the Humanities,1997-01-01,network,18,0.3198742796805204,381866,Computers and the Humanities
Computers and the Humanities,1997-01-01,network analysis,0,0.0,381866,Computers and the Humanities
Computers and the Humanities,1998-01-01,network,27,0.4749121167139254,340872,Computers and the Humanities
Computers and the Humanities,1998-01-01,network analysis,0,0.0,340872,Computers and the Humanities
Computers and the Humanities,1999-01-01,network,1,0.01881821603312006,41444,Computers and the Humanities
Computers and the Humanities,1999-01-01,network analysis,0,0.0,41444,Computers and the Humanities
Computers and the Humanities,1999-04-01,network,4,0.1049641988696176,166812,Computers and the Humanities
Computers and the Humanities,1999-04-01,network analysis,0,0.0,166812,Computers and the Humanities
Computers and the Humanities,1999-12-01,network,5,0.17161287984443813,101150,Computers and the Humanities
Computers and the Humanities,1999-12-01,network analysis,0,0.0,101150,Computers and the Humanities
Computers and the Humanities,2000-04-01,network,5,0.16060314559417507,118014,Computers and the Humanities
Computers and the Humanities,2000-04-01,network analysis,0,0.0,118014,Computers and the Humanities
Computers and the Humanities,2000-08-01,network,3,0.04051228331133736,93424,Computers and the Humanities
Computers and the Humanities,2000-08-01,network analysis,0,0.0,93424,Computers and the Humanities
Computers and the Humanities,2000-12-01,network,0,0.0,36826,Computers and the Humanities
Computers and the Humanities,2000-12-01,network analysis,0,0.0,36826,Computers and the Humanities
Computers and the Humanities,2001-02-01,network,6,0.12583034442089022,31240,Computers and the Humanities
Computers and the Humanities,2001-02-01,network analysis,0,0.0,31240,Computers and the Humanities
Computers and the Humanities,2001-05-01,network,5,0.03807493146512336,82556,Computers and the Humanities
Computers and the Humanities,2001-05-01,network analysis,0,0.0,82556,Computers and the Humanities
Computers and the Humanities,2001-08-01,network,2,0.04033960146897753,82332,Computers and the Humanities
Computers and the Humanities,2001-08-01,network analysis,0,0.0,82332,Computers and the Humanities
Computers and the Humanities,2001-11-01,network,5,0.0659031507876797,55972,Computers and the Humanities
Computers and the Humanities,2001-11-01,network analysis,0,0.0,55972,Computers and the Humanities
Computers and the Humanities,2002-02-01,network,7,0.2163324266038952,100314,Computers and the Humanities
Computers and the Humanities,2002-02-01,network analysis,0,0.0,100314,Computers and the Humanities
Computers and the Humanities,2002-05-01,network,2,0.01888577777099913,80526,Computers and the Humanities
Computers and the Humanities,2002-05-01,network analysis,0,0.0,80526,Computers and the Humanities
Computers and the Humanities,2002-08-01,network,6,0.08512692271769969,117370,Computers and the Humanities
Computers and the Humanities,2002-08-01,network analysis,0,0.0,117370,Computers and the Humanities
Computers and the Humanities,2002-11-01,network,0,0.0,45520,Computers and the Humanities
Computers and the Humanities,2002-11-01,network analysis,0,0.0,45520,Computers and the Humanities
Computers and the Humanities,2003-02-01,network,2,0.036510881699502395,88118,Computers and the Humanities
Computers and the Humanities,2003-02-01,network analysis,0,0.0,88118,Computers and the Humanities
Computers and the Humanities,2003-05-01,network,1,0.009499382540134892,47758,Computers and the Humanities
Computers and the Humanities,2003-05-01,network analysis,0,0.0,47758,Computers and the Humanities
Computers and the Humanities,2003-08-01,network,0,0.0,74144,Computers and the Humanities
Computers and the Humanities,2003-08-01,network analysis,0,0.0,74144,Computers and the Humanities
Computers and the Humanities,2003-11-01,network,2,0.03465603881476347,50296,Computers and the Humanities
Computers and the Humanities,2003-11-01,network analysis,0,0.0,50296,Computers and the Humanities
Computers and the Humanities,2004-02-01,network,36,0.6699667355852899,95336,Computers and the Humanities
Computers and the Humanities,2004-02-01,network analysis,0,0.0,95336,Computers and the Humanities
Computers and the Humanities,2004-05-01,network,3,0.048721763411341504,88134,Computers and the Humanities
Computers and the Humanities,2004-05-01,network analysis,0,0.0,88134,Computers and the Humanities
Computers and the Humanities,2004-08-01,network,14,0.27172692781369695,72644,Computers and the Humanities
Computers and the Humanities,2004-08-01,network analysis,0,0.0,72644,Computers and the Humanities
Computers and the Humanities,2004-11-01,network,0,0.0,87486,Computers and the Humanities
Computers and the Humanities,2004-11-01,network analysis,0,0.0,87486,Computers and the Humanities
Language Resources and Evaluation,2005-02-01,network,9,0.20004831656659816,77414,Language Resources and Evaluation
Language Resources and Evaluation,2005-02-01,network analysis,0,0.0,77414,Language Resources and Evaluation
Language Resources and Evaluation,2005-05-01,network,4,0.035854974163582784,108288,Language Resources and Evaluation
Language Resources and Evaluation,2005-05-01,network analysis,0,0.0,108288,Language Resources and Evaluation
Language Resources and Evaluation,2005-12-01,network,0,0.0,68954,Language Resources and Evaluation
Language Resources and Evaluation,2005-12-01,network analysis,0,0.0,68954,Language Resources and Evaluation
Language Resources and Evaluation,2006-02-01,network,1,0.010364842454394693,58084,Language Resources and Evaluation
Language Resources and Evaluation,2006-02-01,network analysis,0,0.0,58084,Language Resources and Evaluation
Language Resources and Evaluation,2006-05-01,network,2,0.017979144192736426,80148,Language Resources and Evaluation
Language Resources and Evaluation,2006-05-01,network analysis,0,0.0,80148,Language Resources and Evaluation
Language Resources and Evaluation,2006-12-01,network,0,0.0,109112,Language Resources and Evaluation
Language Resources and Evaluation,2006-12-01,network analysis,0,0.0,109112,Language Resources and Evaluation
Language Resources and Evaluation,2007-02-01,network,1,0.007664597225415804,108522,Language Resources and Evaluation
Language Resources and Evaluation,2007-02-01,network analysis,0,0.0,108522,Language Resources and Evaluation
Language Resources and Evaluation,2007-05-01,network,1,0.04205214465937763,72762,Language Resources and Evaluation
Language Resources and Evaluation,2007-05-01,network analysis,0,0.0,72762,Language Resources and Evaluation
Language Resources and Evaluation,2007-12-01,network,5,0.06955273300190325,168934,Language Resources and Evaluation
Language Resources and Evaluation,2007-12-01,network analysis,0,0.0,168934,Language Resources and Evaluation
Language Resources and Evaluation,2008-03-01,network,3,0.027255265200942087,46576,Language Resources and Evaluation
Language Resources and Evaluation,2008-03-01,network analysis,0,0.0,46576,Language Resources and Evaluation
Language Resources and Evaluation,2008-05-01,network,3,0.03242373788767048,130242,Language Resources and Evaluation
Language Resources and Evaluation,2008-05-01,network analysis,0,0.0,130242,Language Resources and Evaluation
Language Resources and Evaluation,2008-09-01,network,0,0.0,62728,Language Resources and Evaluation
Language Resources and Evaluation,2008-09-01,network analysis,0,0.0,62728,Language Resources and Evaluation
Language Resources and Evaluation,2008-12-01,network,0,0.0,65098,Language Resources and Evaluation
Language Resources and Evaluation,2008-12-01,network analysis,0,0.0,65098,Language Resources and Evaluation
Language Resources and Evaluation,2009-03-01,network,1,0.026860059092130004,68662,Language Resources and Evaluation
Language Resources and Evaluation,2009-03-01,network analysis,0,0.0,68662,Language Resources and Evaluation
Language Resources and Evaluation,2009-06-01,network,2,0.022177866489243733,81016,Language Resources and Evaluation
Language Resources and Evaluation,2009-06-01,network analysis,0,0.0,81016,Language Resources and Evaluation
Language Resources and Evaluation,2009-09-01,network,1,0.0074046649389115145,85784,Language Resources and Evaluation
Language Resources and Evaluation,2009-09-01,network analysis,0,0.0,85784,Language Resources and Evaluation
Language Resources and Evaluation,2009-12-01,network,0,0.0,48248,Language Resources and Evaluation
Language Resources and Evaluation,2009-12-01,network analysis,0,0.0,48248,Language Resources and Evaluation
Language Resources and Evaluation,2010-01-01,network,15,0.16432953549517965,90810,Language Resources and Evaluation
Language Resources and Evaluation,2010-01-01,network analysis,0,0.0,90810,Language Resources and Evaluation
Language Resources and Evaluation,2010-07-01,network,3,0.11404792034313116,94786,Language Resources and Evaluation
Language Resources and Evaluation,2010-07-01,network analysis,0,0.0,94786,Language Resources and Evaluation
Language Resources and Evaluation,2010-10-01,network,0,0.0,115368,Language Resources and Evaluation
